1	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 20 22 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 90 91 92 93 94 95 96 97 98 99 100
2	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 90 91 92 93 94 95 96 97 98 99 100
3	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 20 21 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 90 91 92 93 94 95 96 97 98 99 100
4	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 22 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 90 91 92 93 94 95 96 97 98 99 100
5	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 90 91 92 93 94 95 96 97 98 99 100
6	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 21 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 90 91 92 93 94 95 96 97 98 99 100
7	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 21 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 90 91 92 93 94 95 96 97 98 99 100
8	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 20 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 90 91 92 93 94 95 96 97 98 99 100
9	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 90 91 92 93 94 95 96 97 98 99 100
10	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 21 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 90 91 92 93 94 95 96 97 98 99 100
11	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 90 91 92 93 94 95 96 97 98 99 100
12	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 22 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 90 91 92 93 94 95 96 97 98 99 100
13	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 21 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 90 91 92 93 94 95 96 97 98 99 100
14	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 21 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 90 91 92 93 94 95 96 97 98 99 100
15	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 90 91 92 93 94 95 96 97 98 99 100
16	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 20 22 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 90 91 92 93 94 95 96 97 98 99 100
17	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 20 22 40 41 42 43 44 45 46 47 48 49 50 51 53 54 55 56 57 58 59 60 61 62 90 91 92 93 94 95 96 97 98 99 100
18	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 90 91 92 93 94 95 96 97 98 99 100
19	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 90 91 92 93 94 95 96 97 98 99 100
20	9 10 11 12 13 14 15 16 17 18 19 20 21 22 63 64 65 66 100
21	9 10 11 13 14 15 16 17 18 19 20 21 22 23 63 64 65 66 100
22	9 10 11 12 13 14 15 16 17 18 19 20 21 22 63 64 65 66 100
23	9 10 11 12 13 14 15 16 17 18 19 20 21 22 63 64 65 66 92 100
24	9 10 11 12 13 14 15 16 17 18 19 20 21 22 33 63 64 65 66 100
25	3 7 8 9 10 11 12 13 14 15 16 17 23 24 26 27 28 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 90 92 94 95 96 97 99 100
26	8 9 10 11 12 13 14 15 16 17 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 91 92 94 96 97 98 99 100
27	8 9 10 11 12 13 14 15 16 17 23 24 25 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 90 91 92 93 94 95 96 97 98 99 100
28	2 8 9 10 11 12 13 14 15 16 17 23 24 25 26 27 28 29 30 31 32 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 90 91 93 95 97 100
29	1 4 8 9 10 11 12 13 14 15 16 17 23 24 25 26 27 28 29 30 31 33 34 35 36 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 92 93 94 98 100
30	1 8 9 10 11 12 13 14 15 16 17 23 24 25 26 27 28 29 30 31 32 34 35 36 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 91 94 95 96 97 98 100
31	1 8 9 10 11 12 13 14 15 16 17 23 24 25 26 28 29 30 31 32 33 34 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 90 91 92 94 96 97 98 99 100
32	1 4 5 6 7 8 23 24 26 27 28 29 30 31 34 35 36 37 38 40 41 43 45 46 47 48 50 51 53 55 56 57 58 59 60 61 90 91 92 93 95 97 98 100
33	2 3 4 5 6 7 8 20 23 24 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 54 55 56 58 59 61 62 90 92 95 96 97 98 99 100
34	1 2 3 4 5 6 8 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 50 51 52 53 54 55 56 57 58 59 60 62 91 92 93 94 95 97 99 100
35	1 2 3 4 6 7 8 23 24 25 26 27 28 29 30 31 32 33 36 37 38 39 40 41 42 43 45 46 47 48 49 51 52 53 55 56 57 58 60 61 62 91 92 93 94 95 96 97 98 100
36	1 2 5 6 7 8 21 24 26 27 28 29 30 31 32 33 34 35 36 38 39 40 41 43 44 46 47 48 49 51 52 54 55 56 57 58 59 60 61 62 90 91 92 95 97 98 99 100
37	3 4 5 8 19 23 25 27 28 29 30 31 32 33 34 35 36 38 39 40 41 43 44 45 46 47 48 49 50 51 52 54 55 57 58 59 61 62 90 91 92 93 94 95 96 97 100
38	1 2 3 4 5 6 7 8 23 24 25 26 29 30 31 32 33 34 35 36 37 38 41 42 43 44 45 46 48 49 50 51 52 53 54 55 56 57 58 59 61 90 91 93 94 95 96 98 99 100
39	2 4 5 6 7 8 23 24 25 26 27 28 29 30 32 33 35 36 37 38 39 40 41 42 44 45 48 49 50 51 52 53 55 56 57 58 59 62 90 91 92 93 94 95 96 97 98 100
40	1 2 3 4 6 8 19 23 24 25 26 27 28 29 30 32 33 34 35 36 37 38 39 40 41 43 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 61 62 90 92 93 94 95 96 98 100
41	1 4 5 6 7 8 20 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 53 55 56 57 58 59 61 62 90 92 93 94 95 96 97 98 99 100
42	2 3 4 5 6 7 8 23 24 25 26 28 29 30 31 32 33 34 35 36 37 38 40 41 43 45 46 47 48 49 50 51 52 53 54 55 57 59 60 61 91 92 93 94 95 96 97 99 100
43	1 2 3 4 6 8 20 23 24 25 27 28 29 30 31 32 33 34 35 36 39 41 42 43 44 45 46 47 48 49 50 51 53 54 55 56 57 59 60 62 91 92 93 94 95 96 97 98 100
44	1 2 3 4 5 7 8 22 24 25 26 27 28 29 30 31 32 34 35 36 37 38 39 41 42 43 44 45 46 47 48 49 50 52 53 54 55 56 57 58 59 60 61 62 90 91 92 93 94 95 96 97 99 100
45	9 10 11 13 15 17 18 20 21 22 23 25 26 27 29 30 31 39 64 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99
46	8 11 12 14 15 16 17 18 20 21 30 31 32 34 35 36 37 64 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99
47	8 9 11 12 13 16 19 22 24 27 29 34 35 38 39 64 65 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99
48	8 10 14 16 17 18 19 20 21 22 28 29 30 31 32 63 64 65 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99
49	8 10 16 17 19 20 22 25 26 35 36 39 57 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99
50	8 11 12 13 14 21 23 24 26 27 29 30 32 37 38 63 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99
51	8 12 13 15 16 17 18 19 20 21 23 24 26 28 29 31 32 35 37 64 65 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99
52	18 19 20 21 22 25 29 40 41 42 43 44 45 46 47 48 49 50 51 52 54 55 56 57 58 59 60 61 62 63 64 65 66 93 94 99 100
53	18 19 20 21 22 27 40 41 42 43 44 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 91 93 97 98 100
54	18 19 20 21 22 34 40 41 42 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 62 63 64 65 66 91 92 94 96 100
55	18 19 20 21 22 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 90 91 96 99 100
56	18 19 20 21 22 32 40 41 42 43 44 45 46 47 48 49 50 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 90 91 92 94 95 100
57	18 19 20 21 22 32 33 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 90 92 93 94 95 97 98 100
58	18 19 20 21 22 40 41 43 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 90 91 92 95 96 100
59	18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 41 44 48 50 54 56 57 61 71
60	18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 42 49 52 56 62
61	18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 41 42 46 47 48 57 60 62 67 86
62	18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 50 52 53 56 60 61
63	71 72 73 74 75 77 83 87 100
64	17 68 72 74 79 81 85 86 88 89 100
65	18 70 76 80 81 82 84 92 100
66	7 68 72 76 79 86 87 89 100
67	68 70 75 76 77 78 81 82 83 84 85 86 100
68	67 71 72 75 76 79 80 81 83 87 100
69	67 69 71 72 75 80 82 85 86 87 100
70	18 19 20 21 22 25 38 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 72 74 75 76 77 80 81 83 84 86 87 88 89 100
71	18 19 20 21 22 31 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 70 71 73 74 75 77 79 81 84 86 87 88 100
72	18 19 20 21 22 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 71 72 73 75 76 78 79 82 83 84 86 87 88 89 100
73	1 2 3 4 5 6 7 25 27 28 30 36 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 70 71 72 73 74 75 76 77 78 79 80 81 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100
74	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 100
75	1 2 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 19 20 21 22 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 90 100
76	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 100
77	8 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 40 47 55 64 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 94 95 96 98 99 100
78	8 9 23 25 26 27 29 30 31 34 35 36 37 38 39 45 48 53 54 55 61 62 63 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 100
79	8 12 13 14 23 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 46 48 49 51 52 53 59 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 92 94 96 97 98 99 100
80	8 13 15 17 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 41 50 53 54 60 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 92 94 95 96 97 98 100
81	8 10 14 23 24 25 26 27 28 29 30 31 32 33 35 36 37 38 39 40 43 45 46 51 54 56 57 59 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100
82	8 9 12 24 25 26 27 28 29 30 31 32 33 34 35 37 38 39 50 52 54 55 56 63 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 93 94 95 96 97 99 100
83	8 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 41 42 45 52 53 55 56 59 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 96 97 98 99 100
84	8 23 25 26 27 28 29 30 31 33 34 35 36 37 38 39 40 47 48 53 59 62 63 64 65 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 99 100
85	8 11 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38 39 43 45 46 47 58 63 64 65 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 92 93 94 95 97 98 99 100
86	9 10 11 12 13 14 15 16 17 43 44 45 47 49 52 55 57 58 62 63 64 65 66 90 91 92 93 94 95 96 97 98 99
87	8 9 10 11 12 13 14 15 16 17 40 46 49 51 52 53 56 58 62 63 64 65 66 90 91 92 93 94 95 96 97 98 99 100
88	9 10 11 12 13 14 15 16 17 45 47 49 50 51 52 58 59 62 63 64 65 66 90 91 92 93 94 95 96 97 98 99
89	9 10 11 12 13 14 15 16 17 33 45 58 61 63 64 65 66 90 91 92 93 94 95 96 97 98 99
90	8 39 40 41 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 100
91	8 23 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 100
92	8 23 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 100
93	8 26 28 31 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 100
94	8 24 25 32 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 100
95	8 34 37 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 100
96	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 64 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89
97	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 63 64 65 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89
98	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89
99	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 63 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89
100	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 64 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89
